diâmetro,peso
9.0,164.83
8.15,160.71
7.46,174.18
7.35,114.4
7.21,171.28
8.44,200.0
7.0,140.97
7.54,187.9
7.54,144.74
7.1,122.55
6.4,143.89
7.76,170.96
7.45,133.24
7.9,137.99
7.07,161.87
8.48,150.06
6.8,161.69
8.87,154.76
6.1,159.59
7.85,141.35
7.88,154.63
6.86,131.45
7.84,175.77
8.52,137.31
6.0,172.58
7.9,145.33
6.0,154.04
6.73,140.1
8.8,129.68
7.03,115.1
6.56,128.89
7.34,143.52
9.0,154.24
6.03,170.21
6.66,141.08
8.7,132.36
8.99,121.15
7.42,159.6
6.51,177.66
9.0,175.33
8.78,164.2
8.04,162.77
6.85,183.95
7.46,156.64
7.37,162.92
7.76,143.58
8.66,122.76
8.2,136.32
6.64,149.82
8.6,151.22
7.75,188.53
8.05,151.63
8.67,173.58
6.61,141.3
7.47,143.77
7.07,123.42
6.25,135.15
7.78,160.54
9.0,150.15
6.03,168.86
7.47,153.63
8.01,142.95
7.6,192.97
7.41,148.12
6.46,173.26
7.69,141.98
6.89,164.19
6.0,168.56
8.46,154.17
8.27,102.91
7.54,150.37
7.68,174.61
8.36,160.55
7.68,158.92
8.22,115.55
7.26,135.59
8.55,158.23
7.76,158.21
7.66,174.29
6.48,147.1
7.73,158.12
6.83,150.33
6.99,130.26
6.85,104.88
6.65,158.62
9.0,153.48
8.57,137.64
9.0,117.62
6.52,162.59
7.56,144.68
6.47,161.14
6.94,187.28
6.77,107.17
8.49,136.01
7.18,145.81
8.35,179.1
7.98,117.27
9.0,188.72
6.32,152.72
8.51,148.08
8.42,146.04
6.72,141.27
8.31,170.96
7.77,128.63
7.32,156.91
6.84,142.32
6.92,134.76
9.0,200.0
7.5,158.38
8.13,162.27
6.87,172.76
6.88,121.57
8.37,185.05
6.42,100.0
7.17,134.62
7.53,140.82
7.59,161.63
7.36,154.37
7.82,146.66
8.05,149.76
8.09,130.44
6.71,120.06
7.27,164.53
8.46,163.87
8.22,181.69
6.4,134.2
7.78,163.86
6.0,144.33
7.54,173.81
9.0,170.44
6.74,154.22
6.83,143.21
8.11,169.22
6.27,162.94
6.99,136.31
7.98,123.44
6.99,144.23
7.31,180.31
8.1,172.93
7.84,127.75
7.71,126.64
7.23,175.49
7.8,127.29
7.4,160.19
7.87,137.68
7.1,182.34
7.35,134.59
6.71,172.87
7.47,153.7
6.85,155.04
6.61,110.59
7.71,105.94
7.67,145.59
8.13,154.94
7.16,127.5
7.83,128.23
7.94,161.23
7.86,161.26
6.84,147.25
7.62,165.6
7.79,126.52
7.51,142.88
6.0,182.96
7.63,151.37
9.0,152.53
7.21,196.12
6.92,122.01
7.8,165.93
7.75,183.28
8.45,143.5
6.49,167.19
8.09,130.36
7.97,136.27
7.39,157.7
7.77,165.97
8.32,172.42
8.2,181.39
6.59,148.65
8.16,173.87
7.45,143.15
7.56,168.04
7.56,154.15
7.38,158.91
8.45,158.47
7.43,117.91
6.6,127.52
7.19,152.05
7.64,116.25
8.48,166.62
7.98,167.43
6.82,156.54
9.0,127.58
7.71,177.6
8.52,190.74
7.38,152.94
7.93,160.21
8.17,154.03
8.47,160.61
8.35,147.61
8.2,149.31
7.25,168.11
7.04,196.91
7.77,122.0
8.25,147.92
7.32,126.39
8.35,181.84
8.66,138.25
6.77,121.14
6.83,162.76
7.39,184.89
7.75,163.27
7.08,154.1
8.58,158.18
7.84,178.3
7.53,132.52
6.35,147.76
6.45,140.95
7.72,126.64
6.0,143.43
8.31,172.15
7.37,161.33
9.0,162.89
9.0,152.93
7.35,160.47
7.41,133.99
8.3,143.81
8.86,153.84
6.19,155.55
6.07,156.4
7.0,147.23
7.97,142.45
7.9,200.0
8.36,168.14
6.54,158.26
6.0,145.34
8.19,140.98
6.84,147.38
6.0,155.86
7.62,112.39
8.13,118.61
7.4,137.26
7.13,154.14
7.37,145.21
7.2,179.56
6.42,120.35
6.93,134.97
7.92,180.4
7.76,152.62
7.63,167.7
6.7,191.02
7.35,136.12
6.0,148.01
7.64,144.55
8.64,110.91
6.32,143.79
7.03,167.62
7.76,160.81
8.5,162.38
7.14,142.49
6.95,136.88
6.0,175.39
7.58,140.05
9.0,155.88
7.72,153.27
7.48,179.23
7.76,169.43
7.49,124.09
6.85,126.25
8.16,161.58
7.68,148.71
7.51,140.9
6.72,170.31
8.54,153.75
8.03,151.05
7.06,165.6
8.3,142.5
7.1,181.37
6.87,134.24
6.89,163.14
6.08,178.68
7.88,122.45
6.04,143.13
6.52,172.84
6.0,173.14
7.43,146.57
7.38,135.31
7.24,169.12
6.67,173.67
6.56,126.71
7.87,125.92
7.06,154.51
7.75,162.59
6.79,144.02
7.64,163.59
8.54,135.8
7.97,107.71
7.17,141.52
7.71,151.26
7.31,144.48
7.51,126.83
7.24,113.69
7.37,139.72
7.67,167.95
6.71,175.12
6.69,173.75
6.39,133.68
6.22,126.93
6.53,159.93
7.63,162.7
6.79,158.0
7.91,109.72
7.53,132.66
6.0,149.41
8.02,159.74
8.15,165.35
6.7,152.89
7.84,156.62
6.81,151.7
7.58,163.71
6.49,156.26
6.07,151.31
7.19,144.63
7.4,151.63
7.18,159.69
6.55,155.35
7.18,157.62
7.72,176.85
7.46,155.3
7.65,137.02
6.96,167.67
8.44,122.68
6.56,128.37
7.89,156.72
8.45,160.33
7.88,125.1
7.34,142.34
7.08,137.88
8.33,140.27
6.36,168.87
6.72,164.13
7.18,149.62
8.49,139.08
7.8,123.01
6.73,178.4
7.25,161.84
7.01,135.87
6.93,164.39
8.28,148.6
6.4,144.26
8.79,158.7
8.16,135.17
8.37,143.12
7.13,152.43
7.38,140.01
6.35,163.38
7.08,187.38
7.89,134.91
8.54,116.7
6.61,109.97
7.21,146.99
7.38,136.74
6.38,154.16
7.97,152.65
6.92,117.94
7.34,113.7
7.14,155.92
6.87,152.71
7.49,141.48
7.33,116.86
7.2,159.43
6.92,175.44
7.76,155.56
8.82,133.05
7.61,150.89
8.3,122.68
6.39,171.16
7.63,151.64
6.62,114.64
6.32,143.99
6.91,159.27
8.45,143.34
8.26,144.48
7.69,125.51
6.27,161.33
7.34,137.03
7.74,106.87
7.64,142.57
6.02,169.62
6.79,142.26
7.45,184.76
7.93,158.58
6.0,156.78
7.37,147.43
7.61,148.63
8.18,144.73
8.05,143.95
7.97,160.62
6.86,131.28
6.0,128.48
7.19,127.54
8.3,190.91
8.61,160.61
8.07,156.09
7.84,128.85
7.8,162.47
7.06,147.67
7.4,154.28
8.84,130.47
6.75,153.21
8.79,141.52
7.24,134.69
8.56,164.68
6.37,119.25
7.97,161.3
6.91,163.69
6.37,132.41
7.67,133.59
8.31,145.54
6.82,155.64
6.3,146.94
7.43,158.67
7.43,185.26
7.94,139.85
8.26,115.7
7.45,166.52
8.98,183.67
7.68,157.86
7.22,128.25
6.21,147.52
7.29,127.63
7.23,162.86
8.27,122.97
7.87,144.0
6.56,129.91
7.64,152.54
8.04,142.67
8.72,153.54
8.21,150.45
8.11,130.27
7.55,162.54
7.81,149.02
8.5,130.23
6.43,194.82
7.22,159.53
6.88,146.93
7.8,178.3
8.48,186.84
7.02,147.09
6.0,156.95
7.17,130.24
8.23,147.06
7.93,146.02
7.84,153.7
7.28,156.66
6.48,161.2
7.91,154.75
6.83,125.79
9.0,131.23
7.96,139.07
7.04,144.36
7.01,171.02
7.43,126.74
7.31,142.85
8.39,169.06
7.65,144.0
6.91,159.21
9.0,147.21
7.54,155.14
8.12,145.43
7.01,163.34
7.79,119.1
7.75,142.73
6.0,155.93
9.0,160.67
8.53,179.86
7.18,142.18
6.62,179.59
7.78,136.82
7.57,176.57
7.78,166.35
7.65,131.73
7.9,156.14
8.66,148.98
7.95,162.51
6.66,145.53
8.59,143.86
8.81,177.38
9.0,148.03
6.6,166.53
7.69,145.49
6.0,183.33
7.94,136.43
7.06,137.72
9.0,180.49
6.88,141.1
6.15,182.02
7.12,167.84
6.0,146.91
8.1,113.73
6.0,149.61
7.52,152.03
6.0,173.34
7.24,181.77
8.81,136.3
7.79,166.02
6.81,165.31
7.48,171.47
7.51,159.97
7.88,111.15
6.41,146.89
7.97,126.89
6.0,145.95
7.0,169.6
7.11,156.1
8.01,172.96
7.52,156.84
6.38,124.03
6.71,100.0
7.66,152.98
7.44,145.72
7.04,130.46
7.12,115.99
8.06,135.31
7.09,146.11
7.43,163.32
9.0,153.77
6.36,182.16
6.02,129.29
8.13,167.62
6.96,150.95
7.25,163.89
6.88,141.27
7.29,171.43
8.78,155.9
8.14,136.41
8.19,149.76
6.37,145.21
6.58,159.78
6.0,126.4
6.85,149.41
8.27,157.91
7.91,150.66
7.32,176.94
7.48,165.48
6.95,149.85
7.66,154.33
8.11,155.91
6.21,158.07
7.74,113.49
8.25,143.97
7.17,120.31
8.06,175.57
9.0,148.78
7.42,146.13
7.81,167.94
6.91,158.45
7.65,127.43
7.87,148.58
7.66,143.3
6.68,115.11
7.67,136.19
8.67,146.33
7.86,147.7
8.27,120.36
7.31,173.03
8.1,147.96
7.72,150.75
6.74,158.01
7.75,134.24
6.71,159.13
6.99,142.66
7.65,132.07
7.74,161.47
6.55,179.83
8.34,164.5
7.96,168.46
6.94,139.59
6.27,118.05
7.38,179.8
7.14,191.09
7.59,180.86
7.21,143.28
6.0,126.91
7.19,128.69
7.26,116.33
8.01,147.85
6.94,182.11
8.84,147.17
6.0,156.05
8.55,177.51
7.32,141.92
8.19,190.71
7.56,189.84
8.41,147.38
7.19,138.45
6.62,163.94
8.64,143.05
7.41,126.87
7.68,175.62
8.49,174.33
6.67,153.11
7.98,124.74
7.03,125.41
7.39,152.14
7.56,140.0
6.3,143.18
6.88,170.44
8.58,164.66
8.21,177.56
7.45,130.19
7.69,143.14
7.26,165.18
8.59,158.96
7.34,180.65
7.69,158.41
8.42,186.96
6.88,160.8
8.75,171.24
6.28,143.53
8.8,150.29
7.2,168.22
7.31,182.26
6.0,164.58
7.14,148.34
6.67,177.55
7.01,106.16
7.39,121.56
8.27,163.63
7.67,150.28
7.75,162.11
6.62,151.29
6.8,161.42
8.94,133.71
6.91,161.41
8.82,169.89
7.31,174.41
7.5,190.27
8.36,154.88
8.52,155.48
7.41,119.54
7.19,139.37
7.46,146.14
7.77,171.01
8.21,137.78
7.5,165.93
8.0,149.97
8.81,146.46
7.81,154.98
7.75,142.18
6.28,141.42
6.0,115.9
7.81,145.04
7.42,140.4
7.09,139.68
7.69,158.34
7.45,163.17
8.4,154.64
7.57,169.91
6.9,161.51
8.29,144.1
7.33,140.74
7.92,156.26
7.12,161.48
6.98,177.96
7.57,173.82
7.51,139.17
7.88,147.96
7.29,163.42
6.03,171.36
7.15,168.78
8.14,148.72
7.26,124.92
7.3,130.02
8.29,155.45
6.93,156.84
6.27,128.03
7.37,150.89
7.11,162.62
6.73,126.98
7.36,172.1
7.89,142.45
7.49,175.15
7.75,139.33
8.95,129.47
7.23,140.84
7.72,148.1
7.09,142.23
6.82,145.68
7.03,156.68
7.12,146.58
7.79,148.68
9.0,115.82
6.93,157.83
7.17,148.22
7.45,182.21
7.82,131.21
7.71,113.83
8.53,162.36
6.0,156.93
6.0,129.83
7.1,119.41
8.38,180.75
6.25,178.28
6.0,100.25
7.96,140.84
7.69,183.28
6.63,140.48
6.71,140.19
6.72,144.34
7.59,127.58
7.0,115.9
7.9,171.05
6.0,113.14
6.81,154.95
6.6,167.73
7.29,120.98
7.07,131.51
8.14,174.26
6.01,160.66
7.54,137.65
7.95,174.04
8.99,174.13
7.11,155.38
7.76,132.0
6.06,141.73
6.0,155.73
8.18,146.23
7.5,168.78
8.44,119.4
6.4,120.11
7.92,153.62
9.0,140.17
7.84,137.46
7.72,114.64
7.51,150.39
6.24,148.94
8.58,163.07
7.01,151.38
7.9,147.35
6.25,173.54
6.56,123.75
8.65,160.73
7.22,116.58
8.66,133.23
7.44,125.75
6.03,165.64
8.21,148.69
7.03,149.73
8.06,127.87
7.52,144.01
6.27,134.73
7.63,157.67
9.0,130.18
7.89,176.6
7.45,116.49
8.36,133.87
7.67,183.54
7.67,141.3
6.63,123.7
7.69,154.38
8.33,140.49
6.83,133.28
8.64,128.08
7.43,200.0
6.79,144.97
8.3,111.49
7.27,179.87
8.11,162.22
7.27,134.67
7.45,131.34
7.89,163.47
7.73,145.06
6.0,111.48
6.6,185.74
8.24,141.32
7.39,179.91
7.08,175.57
6.41,129.98
6.64,170.66
6.0,136.97
7.42,112.67
7.02,141.51
6.73,157.95
7.45,140.75
7.79,143.86
9.0,172.87
6.29,152.13
8.43,133.13
8.28,164.04
6.88,153.95
7.66,100.0
7.13,158.57
7.65,157.84
8.71,150.4
7.98,167.83
7.91,136.55
7.16,156.73
6.31,118.66
7.33,158.14
8.47,189.06
6.28,130.1
6.66,134.8
7.6,135.8
6.71,152.6
6.87,128.74
7.16,158.42
6.41,166.94
6.72,160.69
8.06,114.63
6.45,169.9
6.22,168.75
7.0,166.6
8.09,157.46
7.34,154.4
7.13,170.65
7.54,188.47
6.1,130.94
7.9,171.56
7.81,148.28
7.17,147.41
8.3,119.27
6.6,144.3
8.4,130.05
7.62,140.72
7.23,128.04
7.48,141.02
7.41,141.88
8.48,151.94
6.64,117.71
6.89,121.09
8.33,157.24
7.02,134.05
8.22,171.49
8.86,154.51
7.18,162.14
8.05,178.21
6.58,143.81
8.1,138.51
7.66,167.43
7.88,160.19
6.98,146.25
6.17,177.83
7.9,145.76
6.0,150.66
7.25,150.42
8.25,131.31
7.65,151.55
9.0,177.94
8.32,158.9
6.98,150.62
7.52,146.76
7.46,156.62
6.23,165.0
6.75,162.18
7.05,143.36
6.0,156.5
7.54,159.6
7.3,129.86
6.16,153.36
7.82,106.77
8.07,159.65
7.68,163.21
7.24,164.95
7.97,142.1
8.04,156.18
7.75,178.48
6.84,178.28
7.72,149.42
8.46,152.79
7.02,172.22
9.0,119.98
7.08,143.54
7.53,176.71
6.96,169.5
7.68,157.39
6.11,119.88
7.06,149.0
6.63,138.2
7.61,156.62
8.3,133.81
8.02,129.49
6.0,108.7
9.0,174.44
7.74,142.0
6.88,153.14
7.63,149.96
7.64,128.65
6.97,124.82
7.66,129.89
7.01,135.54
7.18,157.33
6.95,134.09
6.35,184.93
7.62,170.54
7.97,166.17
7.91,147.61
8.16,180.29
7.76,145.64
7.07,149.37
8.17,153.4
6.41,164.04
6.78,162.74
6.73,140.5
8.36,139.34
8.25,162.8
7.89,164.3
8.36,142.13
6.8,118.26
7.78,145.85
7.4,162.47
8.18,186.11
7.41,126.04
7.19,141.47
7.93,142.21
8.2,177.12
6.97,149.3
7.45,131.85
6.65,161.17
6.0,141.91
7.66,125.51
7.99,132.14
7.71,184.68
6.0,157.68
7.22,152.16
6.0,145.0
8.6,155.84
6.63,155.6
8.5,155.84
8.26,152.3
6.78,167.38
6.59,150.46
7.78,130.44
6.82,137.75
7.58,110.42
7.11,190.54
6.08,167.26
6.0,133.4
7.68,144.36
7.05,137.26
7.06,180.85
8.06,121.6
8.44,152.29
7.28,147.83
7.23,166.54
7.9,147.92
6.41,114.84
7.68,144.98
7.94,130.56
8.04,151.59
6.0,178.68
6.89,115.21
6.8,134.0
7.58,138.95
7.88,142.37
8.7,164.8
7.1,146.53
7.1,158.32
8.42,137.48
7.74,154.6
8.51,165.56
7.73,135.35
6.57,165.63
6.43,151.05
6.26,170.91
8.03,145.97
8.45,157.62
8.98,149.19
8.17,148.08
8.43,155.18
7.04,160.74
6.57,125.01
8.18,178.67
7.83,112.81
7.59,136.3
7.81,148.11
7.76,158.25
8.53,181.52
8.54,112.83
7.94,139.85
8.18,107.46
7.91,150.63
7.13,155.43
8.11,181.82
6.38,152.41
8.34,170.88
6.54,161.68
7.73,141.3
6.82,121.82
7.94,155.5
7.47,120.16
6.22,175.9
7.84,146.76
7.04,173.9
8.2,140.4
7.5,155.38
7.82,154.19
6.73,149.1
7.03,141.35
7.13,157.85
8.19,131.48
8.84,125.81
6.86,174.86
8.36,164.54
6.0,151.32
6.54,183.3
6.73,144.64
6.42,176.45
6.23,153.51
7.83,129.5
7.33,186.96
7.8,169.81
8.05,147.58
7.71,164.54
8.03,141.93
7.44,166.58
6.55,102.18
8.35,129.6
7.03,169.59
6.75,145.01
7.36,154.15
6.77,123.06
7.17,186.96
7.78,173.81
7.78,145.99
6.78,141.91
7.11,170.59
8.36,189.65
7.9,169.08
9.0,193.44
8.44,131.55
8.42,133.61
6.39,126.22
8.11,158.84
7.46,153.51
7.06,146.96
7.63,166.19
8.26,174.65
7.9,119.49
6.8,138.06
8.09,166.4
6.99,140.65
7.67,134.04
7.26,170.37
7.32,124.21
8.11,143.97
6.67,156.57
9.0,138.52
6.04,165.66
7.02,138.62
7.8,178.17
7.97,147.49
7.42,163.43
7.45,164.92
7.83,137.45
7.32,108.93
8.61,157.22
8.17,151.45
8.2,161.12
6.73,145.47
7.44,141.39
7.26,190.17
6.7,120.55
7.79,164.68
7.07,138.51
8.02,143.28
6.64,143.66
8.88,133.93
6.78,161.42
7.68,177.81
8.13,159.4
7.04,152.07
8.18,130.27
6.52,160.34
8.66,193.13
7.51,142.39
7.02,142.48
7.26,138.78
8.15,140.21
7.03,100.0
6.9,158.1
7.32,133.09
6.56,117.79
8.96,165.06
7.05,128.36
8.17,143.23
7.67,179.33
6.71,121.82
7.5,119.35
8.13,155.39
7.35,172.99
8.45,118.51
8.32,158.15
8.24,161.62
7.13,108.82
6.64,165.97
7.01,167.53
7.66,143.76
7.94,175.05
6.0,172.73
7.49,152.06
7.63,140.97
7.28,130.54
8.53,149.25
7.84,161.4
8.55,143.52
7.33,106.05
8.25,175.37
8.81,153.8
8.55,142.41
6.63,167.14
7.3,180.49
7.22,100.0
7.89,158.69
8.05,121.47
6.83,159.98
7.55,152.56
6.0,162.71
8.65,140.02
7.09,112.54
7.54,140.99
7.25,158.14
8.42,170.31
6.0,126.56
7.49,170.54
7.42,137.04
7.14,157.25
8.88,139.8
6.79,153.64
8.12,167.84
7.79,125.46
8.51,136.4
6.97,153.7
6.91,198.03
8.38,132.74
7.84,190.8
6.26,190.09
7.07,148.05
7.81,144.04
8.17,136.16
6.96,148.64
6.0,121.87
7.92,148.48
6.52,179.94
6.0,137.78
6.0,145.19
8.15,115.98
7.6,157.48
7.32,155.29
8.61,151.27
8.01,145.66
8.79,144.14
6.39,160.04
7.47,149.42
6.21,156.3
7.32,154.3
7.3,172.47
8.0,163.54
7.54,153.86
8.0,180.37
8.06,158.41
9.0,176.1
7.25,162.14
6.75,113.16
7.7,176.1
6.86,152.7
8.69,148.96
7.27,155.63
7.05,143.1
7.12,154.54
8.07,138.16
7.37,175.49
6.99,147.73
8.83,142.35
6.82,131.5
7.53,155.38
8.02,153.74
6.19,157.77
7.88,129.45
6.66,117.98
8.16,162.51
6.73,179.69
8.05,129.47
8.38,181.79
8.19,155.68
7.7,149.86
7.31,142.05
7.04,122.31
8.68,169.75
6.94,134.49
6.67,134.4
8.03,169.84
6.86,112.34
6.74,119.53
6.35,149.64
7.11,155.87
7.43,159.69
7.69,143.96
8.26,200.0
7.92,145.44
7.35,145.38
7.34,134.06
7.91,152.48
8.52,162.3
7.6,174.07
7.12,120.21
6.71,145.08
6.34,158.93
8.03,161.74
7.96,150.13
7.96,160.85
7.4,133.82
8.63,181.16
7.11,169.85
8.26,123.1
7.47,128.5
7.01,129.06
7.97,163.56
7.83,124.31
7.79,143.38
7.57,159.09
7.47,148.68
9.0,155.18
8.45,128.68
8.08,161.9
7.59,137.74
8.31,143.51
7.91,154.75
7.52,152.06
7.26,150.48
7.44,134.99
6.0,144.01
7.67,150.04
7.11,122.5
8.77,140.75
7.52,157.75
6.55,124.45
7.46,173.13
6.66,175.39
7.88,125.1
7.73,177.15
8.27,147.13
6.87,158.37
7.53,140.07
6.41,168.46
8.06,158.12
7.92,133.72
7.9,126.7
7.5,120.79
7.83,153.76
8.78,161.45
7.27,163.02
7.61,147.64
6.63,126.86
6.81,136.36
7.58,173.05
8.38,140.31
7.29,152.87
7.31,128.49
7.17,156.73
7.07,140.85
7.74,170.93
6.3,165.47
8.52,140.09
6.97,147.47
8.08,138.98
6.48,121.61
8.04,132.85
8.04,153.96
7.81,156.51
6.7,152.97
7.7,143.97
6.55,168.66
7.3,151.27
8.32,164.07
8.14,114.52
7.51,100.0
6.72,155.68
8.02,121.5
7.52,145.75
6.0,143.96
8.13,181.75
7.48,158.0
8.46,153.32
6.62,166.74
6.0,157.37
7.72,140.85
7.73,171.43
6.15,127.8
6.72,156.46
9.0,119.05
7.26,154.08
8.08,153.86
6.98,183.53
6.0,118.7
7.36,137.98
7.29,166.45
7.18,156.71
7.41,153.61
7.71,130.88
7.38,138.18
6.49,174.9
7.89,148.97
6.0,157.51
6.0,147.7
8.09,126.34
7.91,168.68
7.45,160.06
6.38,196.11
6.93,129.69
7.29,166.45
6.22,123.77
6.91,153.15
8.02,169.53
8.64,108.56
7.16,145.9
8.11,138.74
6.0,135.96
8.03,157.7
6.86,172.41
7.75,147.33
7.3,154.11
8.56,152.29
6.8,150.04
8.0,128.21
7.28,172.17
7.37,155.9
7.35,157.9
6.82,133.87
7.49,140.82
7.45,146.48
7.69,119.32
7.57,116.24
8.14,137.99
8.24,160.45
6.66,136.94
8.2,129.62
6.55,133.71
7.97,140.89
8.0,142.92
6.0,193.31
7.57,171.09
7.13,170.5
6.89,173.37
8.58,130.02
6.98,125.55
6.85,127.86
7.56,176.69
8.05,139.06
7.39,124.97
8.43,141.38
7.92,145.23
6.0,155.37
7.08,155.02
7.05,133.44
7.88,163.71
6.0,137.22
9.0,146.87
7.92,163.74
7.62,137.16
8.45,138.61
9.0,161.83
8.2,132.85
8.26,142.3
7.6,161.11
7.39,191.08
7.12,162.11
6.84,159.45
6.95,160.62
6.42,128.54
7.44,152.31
6.15,149.4
7.65,156.43
7.47,152.33
7.62,157.59
7.08,143.77
9.0,151.17
8.59,125.44
6.5,143.6
7.69,177.82
7.01,156.38
6.69,149.58
6.43,187.92
7.85,122.78
6.95,127.81
8.27,184.25
8.3,150.92
8.6,145.15
6.82,126.02
7.88,158.95
8.01,160.89
7.12,128.11
6.88,147.19
8.79,143.29
7.68,155.12
8.01,127.61
6.84,175.04
6.52,168.32
7.04,142.74
7.4,145.67
6.65,147.27
7.49,134.43
6.15,141.13
6.6,144.59
8.04,182.26
7.98,168.93
7.19,168.69
6.69,157.4
6.68,127.65
7.2,149.17
8.02,169.41
8.24,124.83
7.1,162.73
6.58,196.45
7.71,171.24
6.84,178.28
7.09,154.37
8.56,169.36
8.16,135.64
7.63,165.92
6.48,163.09
7.67,155.8
8.35,176.32
7.2,139.22
8.58,146.26
8.53,151.91
8.83,129.41
7.74,154.54
7.97,115.62
8.63,170.94
7.86,150.93
7.1,139.58
7.14,133.31
7.69,145.31
6.47,163.77
7.39,160.95
8.38,135.89
6.0,133.08
8.73,163.14
8.4,135.55
7.13,151.2
7.93,152.48
7.5,156.24
8.48,167.17
8.29,124.74
6.38,111.78
7.97,138.65
7.34,186.03
7.57,190.44
6.92,186.62
8.9,146.14
8.33,114.36
6.91,103.14
6.43,137.72
7.19,146.04
7.85,176.01
7.69,167.36
8.5,154.55
8.13,132.2
8.28,130.78
7.76,155.08
6.39,163.94
7.34,157.84
8.35,129.31
7.46,163.01
7.9,158.52
7.25,128.59
6.68,134.31
7.4,163.77
7.75,145.31
6.98,181.78
7.31,160.02
6.75,140.27
8.4,149.8
7.26,151.27
8.66,135.43
8.72,131.75
7.44,164.03
6.69,166.91
6.0,162.08
6.32,180.31
6.4,139.16
8.6,183.49
7.59,131.98
7.81,129.75
6.0,114.8
6.54,141.08
8.21,139.93
7.73,160.52
7.38,154.88
7.95,126.14
8.81,142.15
7.32,142.57
7.56,114.48
7.65,130.38
9.0,134.58
6.0,178.67
8.05,153.83
7.41,163.24
7.95,120.03
6.97,173.88
7.46,176.02
8.07,110.03
9.0,135.89
8.15,159.92
6.82,162.89
9.69,344.26
10.13,348.69
9.78,352.57
10.63,387.87
11.94,320.11
9.57,316.15
11.7,399.46
9.56,331.49
9.48,299.48
11.48,330.59
11.61,336.8
11.52,400.0
8.92,386.99
9.94,395.9
11.49,382.8
10.55,387.85
9.21,322.48
11.05,342.06
9.64,310.4
12.0,341.58
12.0,377.36
11.22,355.38
12.0,400.0
10.58,304.34
11.42,370.01
12.0,300.07
10.79,353.77
10.19,379.61
8.45,341.42
10.4,372.05
11.49,311.61
11.63,283.45
11.11,372.28
9.85,400.0
8.13,310.16
9.91,398.89
10.13,351.74
10.12,296.57
11.24,304.74
12.0,350.63
10.65,333.82
10.24,297.48
10.19,282.24
10.65,316.13
9.51,357.75
10.64,349.74
11.04,329.95
10.75,358.08
11.05,391.6
11.02,365.77
8.37,345.15
11.26,387.12
9.69,311.61
9.18,341.0
9.17,341.96
11.02,300.52
10.23,333.21
8.48,267.0
11.07,400.0
8.77,312.5
10.67,400.0
10.79,351.52
11.56,372.59
12.0,330.45
8.86,358.32
10.44,376.02
10.17,376.58
11.02,380.99
10.76,335.27
10.08,330.79
9.97,286.23
9.16,370.93
11.69,393.3
11.05,400.0
11.6,362.21
10.13,319.34
9.71,282.12
9.21,391.67
10.93,278.15
9.25,336.38
12.0,341.03
8.93,347.22
10.83,351.43
12.0,355.53
11.22,253.39
10.71,350.59
9.34,260.82
8.84,379.29
11.42,327.79
12.0,263.72
9.97,317.43
9.13,327.2
8.0,397.63
9.32,357.87
10.36,363.78
12.0,397.25
11.31,346.15
10.87,380.17
10.02,377.35
9.8,298.54
12.0,400.0
10.74,293.19
8.0,386.69
9.69,289.32
9.47,374.05
9.84,400.0
11.18,341.48
10.37,339.75
10.41,374.42
12.0,336.82
9.66,400.0
12.0,357.69
9.69,337.19
10.61,328.39
10.16,312.68
10.65,324.89
11.03,335.97
11.02,330.49
9.6,323.67
9.15,400.0
12.0,308.8
9.92,355.87
11.34,373.7
8.57,375.2
10.16,347.66
10.35,340.37
11.07,368.06
8.0,360.66
10.7,339.64
9.12,287.52
10.89,331.28
9.26,304.14
9.47,323.31
10.17,351.33
9.24,364.35
9.93,400.0
9.07,328.5
8.3,380.99
11.72,362.24
8.94,400.0
10.29,373.05
11.4,309.66
9.76,281.08
9.51,362.45
10.77,328.86
11.84,310.79
9.1,299.3
10.32,356.44
8.42,400.0
10.03,333.65
10.54,373.61
9.47,345.91
9.95,298.42
8.81,379.39
10.59,306.21
11.77,350.87
9.18,336.34
9.75,385.72
11.1,307.67
11.95,365.63
8.71,316.41
10.3,329.56
10.84,204.59
10.38,400.0
8.0,372.02
11.1,319.31
12.0,305.01
10.64,330.17
9.26,378.68
9.88,274.32
12.0,344.34
11.59,400.0
11.27,304.64
10.93,353.22
9.71,400.0
10.26,375.29
10.41,355.04
11.16,370.27
12.0,333.97
11.84,400.0
8.8,334.03
10.77,271.63
11.38,334.35
11.24,311.33
9.74,338.75
12.0,339.64
8.97,397.9
9.2,377.81
10.78,360.53
12.0,349.88
9.5,307.65
10.18,262.75
11.79,354.53
10.48,381.79
10.1,345.67
11.18,328.61
10.83,368.58
11.74,346.67
12.0,400.0
10.87,399.31
10.85,388.38
10.76,380.31
11.09,298.39
10.57,376.52
10.5,365.05
11.94,374.26
12.0,369.7
8.69,368.11
10.51,400.0
9.67,346.95
10.13,387.45
10.98,331.16
11.3,381.63
10.37,387.57
8.2,364.58
9.34,400.0
11.58,314.63
8.0,330.51
11.92,358.5
11.13,385.23
12.0,357.18
10.26,400.0
8.03,323.53
11.02,304.38
12.0,362.33
11.61,346.91
9.7,371.71
10.6,348.9
9.86,336.4
9.52,347.0
11.65,351.15
9.06,337.8
9.43,341.87
9.18,333.86
8.71,384.27
10.68,357.76
11.89,400.0
10.28,356.43
8.69,327.97
11.51,400.0
12.0,366.55
9.72,389.6
9.93,373.68
